address,take_out,business_id,categories,latitude,longitude,name,review_count,stars,star_count,dates
726 N Milpas St,True,DV0BJwh9qzPqcxufrA_7ag,"{'Burgers', 'Delis', 'American (Traditional)', 'Sandwiches', 'Salad', 'Restaurants'}",34.4290389,-119.6886416,Sam's to Go - Milpas,33,3.0,"[12, 5, 1, 7, 8]","['2021-12-14 21:51:26', '2021-11-10 23:03:46', '2014-10-01 20:24:26', '2021-11-12 19:08:44', '2020-07-25 23:28:15']"
,False,DZdGvf67WEG8ZDRM2fLt1w,"{'Transportation', 'Limos', 'Arts & Entertainment', 'Tours', 'Food', 'Wine Tours', 'Hotels & Travel', 'Wineries'}",34.420334,-119.7107494,Explore Wines Tour,48,5.0,"[0, 0, 0, 0, 49]","[0, 0, 0, 0, '2022-01-03 15:55:22']"
3849 State St,True,D_PdJRvtr_syv1DtLIoM0g,"{'Gift Shops', 'Candy Stores', 'Specialty Food', 'Shopping', 'Food', 'Chocolatiers & Shops', 'Flowers & Gifts'}",34.43926,-119.749113,See's Candies,12,4.0,"[1, 2, 0, 3, 7]","['2021-12-28 21:47:31', '2020-09-02 18:25:28', 0, '2020-06-10 04:47:26', '2020-11-13 20:49:51']"
4123 State St,True,D_WS8rM-DVygaCKbIErZ6Q,"{'Mexican', 'Restaurants'}",34.440664,-119.760507,Palapa,232,4.0,"[24, 19, 21, 64, 112]","['2021-12-09 20:45:19', '2021-08-18 05:10:24', '2021-07-30 22:24:56', '2021-10-18 01:14:42', '2022-01-17 20:53:15']"
,False,DlCDhT-ovjV7hQywe0YirQ,"{'Custom Cakes', 'Party & Event Planning', 'Food', 'Event Planning & Services', 'Caterers'}",34.532293138,-119.799686342,The Cookery Catering,5,5.0,"[0, 0, 0, 0, 6]","[0, 0, 0, 0, '2021-10-16 19:05:44']"
10 El Paseo,True,DqVpNtgFCP47n6frh-LREA,"{'Mexican', 'Restaurants'}",34.4207686737,-119.6991676593,El Paseo Mexican Restaurant,262,3.5,"[56, 34, 22, 55, 99]","['2022-01-06 22:57:54', '2021-08-12 02:54:59', '2021-12-07 20:39:51', '2021-12-13 00:32:30', '2022-01-18 02:05:40']"
17 W Ortega St,True,E1R-xslwl7XeTN5lQ7mWPg,"{'Breakfast & Brunch', 'Burgers', 'Diners', 'Nightlife', 'American (New)', 'Salad', 'Comfort Food', 'Restaurants'}",34.417947,-119.6984853,Little Kitchen,272,4.5,"[15, 10, 20, 66, 169]","['2021-09-25 01:59:40', '2019-11-08 04:18:07', '2021-06-22 15:09:19', '2021-09-30 06:12:02', '2021-12-19 02:38:58']"
"1187 Coast Village Rd, Ste 5",True,E1b_hNr22N2wGkq5Z9fmHw,"{'Live/Raw Food', 'Food', 'Juice Bars & Smoothies', 'Vegan', 'Restaurants'}",34.4207816,-119.6449207,Juice Ranch,21,3.5,"[5, 2, 0, 1, 13]","['2022-01-16 15:54:28', '2021-12-13 03:40:09', 0, '2019-10-22 21:43:13', '2021-07-21 16:52:05']"
901 Chapala St,True,E3WUDYEvCVMplIFMgeN1xw,"{'Breakfast & Brunch', 'Burgers', 'Cajun/Creole', 'Event Planning & Services', 'Caterers', 'Restaurants'}",34.419398,-119.702048,Cajun Kitchen Cafe,519,4.0,"[32, 42, 62, 158, 231]","['2021-08-21 23:03:16', '2021-08-21 23:01:49', '2021-08-10 21:00:05', '2021-10-24 01:07:40', '2022-01-18 04:59:22']"
701 Bath St,False,E451ihy72tsLMAxbpPa0WQ,"{'Food', 'Grocery'}",34.4154595,-119.7016646,Little Corner Store,11,4.0,"[1, 0, 1, 3, 6]","['2020-11-18 04:22:45', 0, '2013-06-03 18:01:03', '2016-01-21 01:18:26', '2018-01-15 17:14:48']"
101 E Cabrillo Blvd,True,E7RtIisUoRMcADSebBgNAA,"{'Breakfast & Brunch', 'Desserts', 'Tapas/Small Plates', 'Seafood', 'Food', 'Restaurants'}",34.4136026,-119.6880758,Santa Barbara FisHouse,1140,3.5,"[122, 132, 168, 313, 434]","['2022-01-09 04:58:31', '2021-10-09 02:37:45', '2022-01-13 05:22:29', '2022-01-16 01:45:14', '2022-01-18 01:46:40']"
414 N Milpas St,True,E8tiSAB6O4TPeVdKR0K5Ug,"{'Pizza', 'Sandwiches', 'Chicken Wings', 'Salad', 'Restaurants'}",34.4259023,-119.6843914,Rusty's Pizza Parlor,89,3.0,"[28, 9, 6, 23, 23]","['2021-07-27 03:11:14', '2021-04-21 19:36:28', '2021-02-23 00:18:12', '2021-09-22 07:56:54', '2021-08-14 02:55:03']"
2840 De La Vina St,False,EA4v61tJCHg8xhk7bqn8Yw,"{'Discount Store', 'Shopping', 'Outlet Stores', 'Food', 'Grocery'}",34.437485,-119.726,Grocery Outlet Bargain Market,32,4.5,"[3, 0, 3, 4, 22]","['2020-10-30 23:23:39', 0, '2019-04-27 02:04:07', '2019-03-02 16:32:34', '2021-11-18 23:38:40']"
"3849 State St, Ste 163",True,EBuSqlpzzyfZZkEgPxVV1Q,"{'Chicken Wings', 'Restaurants'}",34.439291,-119.7491819,Wingstop,36,3.0,"[10, 3, 5, 5, 19]","['2021-05-07 06:58:07', '2021-09-13 21:33:36', '2021-06-07 03:43:22', '2021-10-04 00:56:49', '2021-12-20 04:21:31']"
827 E Montecito St,True,EEwmN2uP1PmOyxpTstSIxA,"{'Breakfast & Brunch', 'Delis', 'Desserts', 'Food', 'Food Trucks', 'Restaurants'}",34.4243367311,-119.6832437501,Fernando's Churros,40,4.5,"[5, 0, 0, 4, 34]","['2021-06-03 17:12:03', 0, 0, '2020-01-28 09:11:41', '2021-12-02 00:22:55']"
1501 San Andres St,True,ENp_DT0yXdIzdk_O8Ti_kQ,"{'International Grocery', 'Specialty Food', 'Food', 'Grocery', 'Fruits & Veggies', 'Meat Shops'}",34.4186862,-119.7164965,Foodland,13,3.5,"[1, 2, 1, 5, 4]","['2015-10-14 12:17:09', '2021-08-23 14:58:40', '2011-09-21 00:46:23', '2019-07-12 18:42:21', '2020-02-05 07:40:35']"
3888 State St,True,ERzIS-WRLw-80_B4yqcG3Q,"{'Steakhouses', 'Seafood', 'Nightlife', 'Salad', 'Restaurants'}",34.4407042,-119.7500818,Chuck's of Hawaii,260,3.5,"[37, 29, 26, 73, 105]","['2021-11-10 18:43:54', '2021-12-28 17:39:12', '2021-07-18 19:30:05', '2021-08-16 00:53:24', '2021-11-11 07:20:25']"
633 E Cabrillo Blvd,True,EWl5aixg4hCcuVYpz4BLKQ,"{'American (Traditional)', 'Restaurants'}",34.417139,-119.6758097,Cafe Los Arcos,10,3.0,"[2, 2, 2, 4, 0]","['2012-12-03 00:31:07', '2011-08-16 07:09:09', '2015-01-14 05:50:53', '2013-03-30 21:35:52', 0]"
"119 Harbor Way, Ste B",True,EXYbKA1tocvOK_1tXxZXLA,"{'Sushi Bars', 'Japanese', 'Restaurants'}",34.4039742,-119.6933033,Sushi GoGo,178,3.5,"[23, 16, 27, 59, 59]","['2021-04-17 02:19:45', '2021-03-22 01:12:45', '2021-10-03 02:19:48', '2021-12-12 00:32:07', '2021-11-16 23:25:48']"
"35 State St, Ste A",True,EZc2myE2mYk2h9JK9qu8gw,"{'Gastropubs', 'Nightlife', 'American (New)', 'Cocktail Bars', 'American (Traditional)', 'Bars', 'Restaurants'}",34.412764,-119.6903388,Finney's Crafthouse,1047,4.5,"[58, 57, 86, 242, 635]","['2021-12-30 00:41:15', '2021-12-14 08:23:24', '2022-01-07 05:16:18', '2022-01-17 05:47:20', '2022-01-14 03:57:00']"
30 W Anapamu St,False,E_ac8Q20OJD9L8cafCBKaQ,"{'Food Delivery Services', 'Food', 'Nightlife', 'Cocktail Bars', 'Tapas Bars', 'Bars', 'Restaurants'}",34.42257,-119.7054592,Milk & Honey Tapas,534,4.0,"[24, 41, 50, 159, 268]","['2020-08-28 02:33:47', '2021-03-02 10:18:17', '2021-08-15 16:29:40', '2021-08-25 17:42:06', '2021-12-02 04:37:19']"
6 Harbor Way,False,Ea2N2vZirKywxylvVo9Xpg,"{'Food', 'Specialty Food', 'Seafood Markets'}",34.403734,-119.6930168,Saturday Fishermen's Market,9,5.0,"[0, 0, 0, 1, 8]","[0, 0, 0, '2018-12-01 18:35:19', '2021-08-17 23:29:07']"
,False,EcJQ-fvI6ROOcKIu7XEcrQ,"{'Food', 'CSA', 'Specialty Food', 'Seafood Markets'}",34.4208305,-119.6981901,Get Hooked Seafood,10,5.0,"[0, 0, 0, 0, 10]","[0, 0, 0, 0, '2021-07-20 02:24:16']"
"38 W Victoria St, Ste 101",False,EoLzj1yciIjEZS9ZEJe_kQ,"{'Trivia Hosts', 'Sports Bars', 'Nightlife', 'Event Planning & Services', 'Beer Bar', 'Beer Gardens', 'Bars', 'Restaurants'}",34.4236075,-119.7070539,The Garden,85,3.0,"[22, 15, 15, 16, 25]","['2021-08-27 04:29:42', '2019-10-20 20:50:41', '2021-11-07 20:33:13', '2021-04-10 20:37:35', '2021-08-25 23:35:58']"
402 N Milpas St,True,EtGFDdjui_Hww78JU4XoXg,"{'Convenience Stores', 'Food', 'Coffee & Tea'}",34.4256965483,-119.6839676052,7-Eleven,6,3.0,"[3, 0, 0, 0, 3]","['2018-06-11 09:41:23', 0, 0, 0, '2017-05-25 15:49:14']"
514 State St,True,EtM079Cj7-B3G7jPsGYb_Q,"{'Music Venues', 'Sports Bars', 'Arts & Entertainment', 'Nightlife', 'Mexican', 'Dance Clubs', 'Bars', 'Restaurants'}",34.417371,-119.695827,Sandbar,1546,3.5,"[226, 129, 191, 355, 689]","['2021-11-12 17:53:33', '2022-01-19 03:14:04', '2022-01-12 15:31:36', '2021-12-30 02:38:42', '2022-01-08 00:14:32']"
"120 State St, Ste C",False,EtbukcoR6QW6_5fEeFcVoQ,"{'Food', 'Wine Tasting Room', 'Arts & Entertainment', 'Wineries'}",34.4136763536,-119.6910080312,Melville Winery,62,4.0,"[10, 1, 4, 7, 40]","['2021-08-28 03:18:57', '2018-09-01 22:28:41', '2021-11-09 04:01:30', '2021-08-18 01:17:47', '2021-11-14 00:21:59']"
3445 State St,False,EwaakynaS06R64xY8xM57g,"{'Coffee Roasteries', 'Breweries', 'Brewing Supplies', 'Shopping', 'Tasting Classes', 'Food', 'Do-It-Yourself Food', 'Education', 'Kombucha'}",34.440315,-119.738162,BYOB! Brew Your Own Beverage,9,4.5,"[0, 1, 0, 0, 8]","[0, '2021-11-14 00:16:54', 0, 0, '2020-04-06 05:16:14']"
1701 State St,True,EzhRlsTdACV60rOgrGYyqA,"{'Burgers', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants'}",34.42808,-119.71125,IHOP,98,3.0,"[23, 12, 11, 24, 29]","['2021-11-07 17:47:42', '2019-07-24 17:58:43', '2021-11-07 21:17:14', '2021-08-02 04:54:44', '2021-12-25 20:34:13']"
"11 W De La Guerra St, Unit A, Paseo Nuevo Mall",True,FDTwPQ4CNWEOY0rfh4eTzQ,"{'Shaved Ice', 'Desserts', 'Food', 'Event Planning & Services', 'Caterers', 'Ice Cream & Frozen Yogurt'}",34.419198636,-119.6996241767,ParadICE Hawaiian Shave Ice & Ice Cream,192,5.0,"[3, 3, 3, 10, 175]","['2020-07-04 22:55:31', '2021-03-20 01:52:17', '2020-06-09 04:31:12', '2021-08-09 04:30:11', '2021-09-22 16:20:23']"
5134 Hollister Ave,True,FE5R_F7svUphKeUWuxA0JA,"{'Mexican', 'Restaurants'}",34.435934,-119.8028451,Del Pueblo Cafe,206,4.0,"[27, 22, 26, 49, 97]","['2022-01-08 02:42:34', '2020-01-05 19:41:17', '2021-10-31 04:53:08', '2021-11-15 11:22:32', '2021-12-22 05:56:00']"
216 W Cabrillo Blvd,False,FEBwxZMEpxRwVXx9Fm0XZw,"{'Breakfast & Brunch', 'Diners', 'American (Traditional)', 'Salad', 'Restaurants'}",34.4099411,-119.6922624,Chad's,1268,4.0,"[117, 90, 175, 339, 573]","['2021-12-30 20:26:13', '2022-01-04 20:32:26', '2022-01-11 00:04:51', '2021-12-29 21:02:03', '2022-01-19 02:02:14']"
3607 State St,True,FH0MVF7kK0D76Hh4e7hXfQ,"{'Breakfast & Brunch', 'Coffee & Tea', 'Food', 'Bakeries', 'Restaurants'}",34.4401942,-119.7408847,Jeannine's American Bakery Restaurant,575,4.0,"[35, 39, 65, 162, 280]","['2021-12-30 20:17:01', '2021-07-31 19:15:21', '2021-07-11 11:48:54', '2022-01-12 05:15:32', '2022-01-17 18:21:51']"
1109 State St,False,FNT8JRNUh841qOvKhCC1NQ,"{'Pharmacy', 'Convenience Stores', 'Shopping', 'Drugstores', 'Food', 'Health & Medical'}",34.4224360805,-119.7039661022,CVS Pharmacy,25,2.0,"[18, 1, 2, 2, 3]","['2021-09-10 20:30:21', '2012-11-30 01:17:27', '2018-01-02 14:38:27', '2019-05-29 01:49:27', '2017-01-05 22:20:44']"
229 W Montecto St,True,FTFaEinJgzqY0ZHQMUSpQQ,"{'Burgers', 'Sports Bars', 'Breweries', 'Steakhouses', 'Seafood', 'Food', 'Nightlife', 'Brewpubs', 'American (Traditional)', 'Bars', 'Comfort Food', 'Restaurants'}",34.4120313,-119.6957699,The Brewhouse,696,3.5,"[61, 70, 104, 230, 245]","['2021-11-18 01:01:52', '2020-01-04 00:46:52', '2021-12-01 05:09:37', '2021-11-27 01:47:28', '2022-01-08 20:29:13']"
7 S Milpas St,True,Fg68C3AwFu74dXMhgX3qIw,"{'Fast Food', 'Burgers', 'Restaurants'}",34.421637097,-119.6784399163,Carl's Jr,18,3.5,"[3, 0, 4, 8, 3]","['2020-06-11 18:05:33', 0, '2019-09-03 20:22:37', '2020-01-14 06:09:11', '2019-06-20 00:41:17']"
"324 State St, Ste C",False,FjJxG78092vB1sa6hYzebw,"{'Boot Camps', 'Gyms', 'Nutritionists', 'Active Life', 'Food Delivery Services', 'Food', 'Trainers', 'Weight Loss Centers', 'Health & Medical', 'Yoga', 'Fitness & Instruction'}",34.4157298,-119.6936606,First Paige Fitness,5,5.0,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, '2017-05-31 22:48:41']"
"131 Anacapa St, Ste C",False,FrxcwylzrO-ZnzxtiyUdDg,"{'Wine Tasting Room', 'Arts & Entertainment', 'Food', 'Local Flavor', 'Wineries'}",34.4145048366,-119.6906389478,Santa Barbara Wine Collective,83,4.0,"[18, 4, 5, 4, 53]","['2021-10-08 01:51:48', '2018-01-08 01:08:59', '2021-08-17 02:11:22', '2019-04-27 23:17:52', '2022-01-01 01:38:03']"
813 North Hope Ave,False,G2Mdyjts3zs8VKPi0jhLNQ,"{'Personal Assistants', 'Local Services', 'Food Delivery Services', 'Food', 'Professional Services', 'Couriers & Delivery Services'}",34.4517363,-119.7468046,Cool Couriers Santa Barbara Delivery Service,5,5.0,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, '2021-03-17 23:15:41']"
800 Alvarado Pl,False,G9rBwcWp56C8r6ZFwVuimA,"{'Hotels', 'Breakfast & Brunch', 'Diners', 'Seafood', 'Nightlife', 'Event Planning & Services', 'American (New)', 'Hotels & Travel', 'Bars', 'Restaurants'}",34.439548,-119.703871,Belmond El Encanto Dining Room,224,3.0,"[48, 40, 35, 32, 79]","['2021-12-29 05:08:14', '2021-10-11 23:47:20', '2021-07-17 22:47:18', '2021-09-11 23:44:51', '2021-11-20 02:20:13']"
18 E Cota St,False,GBD-YjcOD1nG0wv4L0Lvfg,"{'Vegan', 'Pizza', 'Nightlife', 'Cocktail Bars', 'Wine Bars', 'American (Traditional)', 'Bars', 'Restaurants'}",34.4182166,-119.6961201,Venus in Furs,24,5.0,"[0, 0, 0, 4, 20]","[0, 0, 0, '2021-11-17 20:05:23', '2021-12-03 21:35:45']"
1121 E Montecito St,False,GRqPFmstPY7k8EBxEJ8i4w,"{'Food', 'Grocery'}",34.4270495,-119.6802229,Pennywise Market,12,4.5,"[0, 0, 0, 4, 8]","[0, 0, 0, '2016-04-08 16:46:22', '2021-04-09 23:41:18']"
515 N Milpas St,True,Gl3XO4ECKKli8-bKKdkkYA,"{'Chicken Wings', 'Chicken Shop', 'Fast Food', 'Restaurants'}",34.4265851783,-119.6860595043,KFC,36,2.0,"[20, 6, 5, 2, 4]","['2021-07-30 03:22:57', '2020-02-14 23:44:37', '2019-07-24 16:03:59', '2016-07-30 05:29:24', '2021-02-21 00:10:10']"
2299 Las Positas Rd,False,GmOfZHgU9fm75f1nmVZnNA,"{'Convenience Stores', 'Propane', 'Local Services', 'Food', 'Automotive', 'Gas Stations'}",34.4270394,-119.734822,The Point Market,7,3.5,"[2, 0, 0, 2, 3]","['2020-09-05 20:14:12', 0, 0, '2020-08-14 14:48:23', '2021-11-22 17:35:09']"
126 E Canon Perdido St,False,GtrY5U_M1ac3bYCk0DUeIg,"{'Delis', 'Sandwiches', 'Food', 'Event Planning & Services', 'Caterers', 'Restaurants'}",34.4221614,-119.698622,Three Pickles Subs and Sandwiches,244,4.5,"[13, 7, 14, 65, 150]","['2021-08-17 05:10:23', '2021-03-31 04:05:03', '2021-12-03 20:39:41', '2021-12-15 22:39:52', '2021-10-07 20:38:20']"
1919 Cliff Dr,True,GuzbBFraIq-fbkjfvaTRvg,"{'Home Services', 'Burgers', 'Mediterranean', 'Live/Raw Food', 'Keys & Locksmiths', 'Vegetarian', 'Food', 'Juice Bars & Smoothies', 'Vegan', 'Garage Door Services', 'Salad', 'Restaurants'}",34.4013485,-119.7230803,Mesa Verde,1796,4.5,"[33, 39, 80, 187, 1523]","['2021-12-06 08:35:01', '2022-01-15 20:41:34', '2021-09-03 09:15:39', '2021-12-24 23:07:43', '2022-01-19 03:55:58']"
432 E Haley St,True,GwtVBqKzW9j0zNQ7nYnT5g,"{'Breakfast & Brunch', 'Live/Raw Food', 'Food', 'Juice Bars & Smoothies', 'Organic Stores', 'Restaurants'}",34.4217441,-119.689904,AH Juice Organics,115,3.5,"[23, 11, 8, 14, 61]","['2022-01-08 21:58:19', '2021-06-23 16:50:54', '2021-09-18 21:08:29', '2021-11-20 16:37:04', '2021-12-25 17:42:47']"
"1046 Coast Village Rd, Ste F",True,Gz3vi3dVKMylBb8HV1tP8Q,"{'Food', 'Vegetarian', 'Juice Bars & Smoothies', 'Restaurants'}",34.4219674,-119.6501878,Blenders In the Grass,68,3.5,"[17, 6, 3, 17, 27]","['2021-11-09 04:23:38', '2019-07-15 00:29:59', '2019-05-07 19:59:53', '2021-01-12 00:11:59', '2021-01-03 21:25:58']"
721 Cliff Dr,False,H5bsmYmdO3FBVQHC3jfx2g,"{'Diners', 'Restaurants'}",34.4064006,-119.6972865,John Dunn Gourmet Dining Room,5,4.0,"[0, 0, 1, 3, 1]","[0, 0, '2013-03-28 02:50:52', '2017-05-08 18:35:54', '2019-04-19 04:49:08']"
416 E Micheltorena St,False,HKHz6u48Qgftwk_VRkLqSA,"{'Beer', 'Wine & Spirits', 'Grocery', 'Food'}",34.4307771,-119.7031754,Riviera Market & Liquor,12,5.0,"[0, 0, 0, 1, 11]","[0, 0, 0, '2014-01-11 07:52:56', '2021-01-06 17:27:41']"
4880 Hollister Ave,True,HNACff49-kXS7l0MyLOzHw,"{'Italian', 'Sandwiches', 'Pizza', 'Chicken Wings', 'Salad', 'Restaurants'}",34.4365334651,-119.7910648214,Rusty's Pizza Parlor,48,2.5,"[28, 4, 3, 4, 10]","['2021-03-01 08:08:18', '2018-05-14 15:27:11', '2015-01-13 05:45:38', '2022-01-12 17:26:17', '2020-07-27 03:57:23']"
600 Olive St,True,HOXbILWYZJkNUYYzYK_tZA,"{'Breakfast & Brunch', 'Italian', 'Beer', 'Active Life', 'Wedding Planning', 'Venues & Event Spaces', 'Food', 'Bocce Ball', 'Event Planning & Services', 'Wine & Spirits', 'Restaurants'}",34.4232597,-119.691138,Arnoldi's Cafe,291,4.0,"[26, 23, 40, 75, 135]","['2022-01-18 00:22:07', '2021-08-05 14:51:36', '2021-11-16 20:31:44', '2021-11-15 06:48:12', '2022-01-16 23:16:45']"
7 W Haley St,False,Hl_vXTiYLozWo7T9Cq17vw,"{'Desserts', 'Tapas/Small Plates', 'Coffee & Tea', 'Food', 'Nightlife', 'Wine Bars', 'Bars', 'Restaurants'}",34.416454,-119.695668,Aperitivo,47,5.0,"[0, 0, 0, 0, 48]","[0, 0, 0, 0, '2022-01-14 05:03:21']"
712 N Milpas St,True,Hlx8S2GLF7hMuIKx4sU-gg,"{'Fish & Chips', 'Mexican', 'Restaurants'}",34.4285995,-119.6882227,Cesar's Place,117,4.0,"[19, 6, 10, 30, 55]","['2021-01-08 20:14:42', '2017-03-02 23:07:46', '2020-05-11 18:07:53', '2021-10-29 01:20:06', '2022-01-02 04:49:15']"
2819 State St,True,HrnSaz2f1WUEoAQQ6iD6gw,"{'Hotels', 'Italian', 'Nightlife', 'Event Planning & Services', 'Hotels & Travel', 'Restaurants'}",34.4382259301,-119.7250353901,Lemon Tree Inn,270,2.5,"[104, 31, 27, 53, 57]","['2021-12-31 00:35:08', '2021-06-16 06:00:02', '2021-06-07 00:58:52', '2021-07-16 05:00:28', '2021-12-06 04:36:38']"
425 State St,True,I0jFTYVDs-WHwKR2XHQlRA,"{'Asian Fusion', 'Thai', 'American (New)', 'Pop-Up Restaurants', 'Restaurants'}",34.4162591,-119.6952494,Zen Yai Thai Cuisine,347,4.0,"[19, 33, 55, 103, 142]","['2021-04-18 18:31:12', '2021-05-27 18:56:36', '2021-10-16 04:22:16', '2021-04-11 07:11:47', '2021-10-12 15:54:31']"
"131 Anacapa St, Ste C",True,IDtLPgUrqorrpqSLdfMhZQ,"{'Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea', 'Food', 'Bakeries', 'Salad', 'Restaurants'}",34.4144445,-119.6906718,Helena Avenue Bakery,389,4.0,"[20, 24, 38, 86, 233]","['2021-11-27 17:36:53', '2021-08-06 16:30:26', '2022-01-06 05:20:14', '2022-01-16 22:28:56', '2022-01-09 21:44:32']"
716 State St,False,IG-CwPl5mb6-hmpFjXUIvA,"{'Asian Fusion', 'Live/Raw Food', 'Food Delivery Services', 'Poke', 'Seafood', 'Food', 'Ice Cream & Frozen Yogurt', 'Restaurants'}",34.419247,-119.698394,Choppa Poke,52,4.0,"[12, 1, 3, 4, 33]","['2022-01-17 02:24:51', '2019-10-29 02:10:20', '2021-08-23 21:05:01', '2020-12-09 20:47:30', '2021-11-21 22:02:08']"
,True,IRBhPAC4ZoDpXazpoB3epQ,"{'Desserts', 'Food Delivery Services', 'Food', 'Event Planning & Services', 'Caterers', 'Bakeries'}",34.420334,-119.7107494,Good Stuff Baked Treats,9,5.0,"[0, 0, 0, 1, 8]","[0, 0, 0, '2017-04-22 06:46:40', '2021-11-06 21:09:59']"
1972 Cliff Dr,True,IRyKDIF51M0GcqS8yfPcYA,"{'Breakfast & Brunch', 'Nightlife', 'American (Traditional)', 'Bars', 'Restaurants'}",34.4022202,-119.7228003,Mesa Cafe,374,4.0,"[34, 37, 47, 136, 130]","['2021-11-01 18:31:11', '2021-06-07 19:28:39', '2021-05-01 02:15:01', '2021-12-23 03:37:20', '2021-11-19 23:22:07']"
905 State St,True,IXQH9-nnTWZFgBF0V3MH-A,"{'Italian', 'Sandwiches', 'Pizza', 'Restaurants'}",34.4206139,-119.7009473,Cali-Forno Pizzeria,16,4.0,"[4, 0, 1, 0, 11]","['2022-01-05 07:05:20', 0, '2021-08-28 02:37:07', 0, '2022-01-15 04:00:47']"
1117 State St,True,IZZ7J14VnJGyUqYH1tgT6w,"{'Farmers Market', 'Vegetarian', 'Beer', 'Tapas/Small Plates', 'Wine Bars', 'Cafes', 'Food', 'Nightlife', 'Wine & Spirits', 'Beer Bar', 'Vegan', 'Bars', 'Restaurants'}",34.4226158,-119.7040291,Satellite,159,4.5,"[4, 4, 10, 15, 130]","['2022-01-12 07:45:19', '2021-12-14 17:44:51', '2021-10-30 20:46:48', '2021-09-18 20:07:52', '2022-01-06 21:08:54']"
34 Anacapa St,False,IljCDlZnTftfZEruqa4sRQ,"{'Wineries', 'Arts & Entertainment', 'Shopping', 'Food', 'Nightlife', 'Art Galleries', 'Wine Bars', 'Bars', 'Restaurants'}",34.414453,-119.689178,The Funk Zone,43,4.0,"[2, 4, 7, 13, 17]","['2016-04-04 20:30:49', '2019-12-29 00:25:41', '2020-02-12 02:40:38', '2021-01-19 18:41:22', '2021-04-29 03:58:31']"
"1114 State St, Ste 14",True,IoihJkcF2FcE-sHOneat-A,"{'French', 'Ethiopian', 'Restaurants'}",34.4229419988,-119.7030299616,Petit Valentien,342,4.0,"[28, 19, 33, 85, 190]","['2021-12-12 04:20:43', '2018-03-03 00:30:28', '2020-10-10 03:32:24', '2020-02-17 01:38:28', '2021-10-02 22:38:26']"
222 N Milpas St,False,Iw3lHwjwIjvfsgVOwpF_UQ,"{'Specialty Food', 'Shopping', 'Food', 'Grocery', 'Flowers & Gifts', 'Florists'}",34.4250274,-119.6815129,Trader Joe's,47,4.0,"[7, 4, 2, 5, 31]","['2021-05-05 19:58:15', '2021-07-14 19:11:05', '2020-05-21 13:18:46', '2020-07-11 20:28:08', '2021-09-12 20:36:03']"
175 N Turnpike Rd,False,J2gkKCIOhmMTDIt0CKkXAg,"{'Beer', 'Car Wash', 'Auto Parts & Supplies', 'Food', 'Automotive', 'Wine & Spirits', 'Gas Stations'}",34.4434425,-119.7897616,Turnpike Shell & The Point Market,42,3.0,"[14, 5, 1, 7, 15]","['2020-06-13 03:30:55', '2019-07-15 22:57:01', '2009-05-03 14:55:04', '2021-05-08 02:24:38', '2021-07-25 01:45:00']"
619 East Gutierrez St,False,JB5tlC_7u5IHT2Z_GHN-qw,"{'Food Delivery Services', 'Personal Chefs', 'Food', 'Event Planning & Services', 'Caterers', 'Salad', 'Restaurants'}",34.4229928,-119.686982,Daily Greenz,8,5.0,"[0, 0, 1, 0, 8]","[0, 0, '2014-02-12 23:17:05', 0, '2020-11-04 16:42:00']"
1114 State St,True,JWFpjvCc_nkNDVtMPx1ZGg,"{'Burgers', 'Food Delivery Services', 'Pizza', 'Food', 'Event Planning & Services', 'Caterers', 'Restaurants'}",34.4230427,-119.7032863,Bogo SB,12,4.5,"[1, 1, 0, 2, 8]","['2020-05-06 04:12:06', '2020-07-30 13:53:59', 0, '2021-01-28 07:28:34', '2021-08-28 00:31:31']"
832 N Milpas St,True,JZrspVMm79n_iHTYftkI0g,"{'Food', 'Bakeries', 'Mexican', 'Restaurants'}",34.4301395303,-119.6897619065,La Tapatia Bakery,56,4.0,"[8, 1, 4, 11, 32]","['2021-10-02 12:18:22', '2019-04-27 01:54:16', '2021-08-29 16:58:39', '2021-08-29 11:27:36', '2021-10-05 07:34:42']"
418 State St,True,JiBxL733qjm8WAddu-RzDQ,"{'Seafood', 'Food', 'Event Planning & Services', 'Caterers', 'Food Trucks', 'Restaurants'}",34.4164012651,-119.6946343303,Broad Street Oyster Company,71,5.0,"[0, 1, 1, 8, 63]","[0, '2019-04-15 06:23:05', '2020-01-04 22:33:27', '2020-06-08 05:56:50', '2020-11-29 02:45:18']"
905 State St,True,JjmmSW_QQh2Db4fuIEMATA,"{'Italian', 'Pizza', 'Sandwiches', 'Fast Food', 'Food', 'Chicken Wings', 'Gelato', 'Salad', 'Restaurants'}",34.4206088162,-119.7009534396,Persona Pizzeria,624,4.0,"[68, 45, 64, 134, 337]","['2021-01-18 02:26:07', '2021-02-13 07:17:22', '2019-09-30 03:12:09', '2021-01-07 22:19:14', '2022-01-09 23:09:10']"
428 Chapala St,True,JoD_Fkf2rl3s3Ms5Sfb7uw,"{'Nutritionists', 'Health & Medical', 'Specialty Food', 'Food Delivery Services', 'Food', 'Fruits & Veggies'}",34.4156079,-119.6960641,Healthy Warrior Meal Prep,12,5.0,"[0, 0, 0, 0, 12]","[0, 0, 0, 0, '2021-10-13 15:19:42']"
